JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455477.330544,10.649,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.736,14.264,,CY AQR,AAVSO,STD,,,,
2455477.331389,10.677,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.751,14.249,,CY AQR,AAVSO,STD,,,,
2455477.332234,10.699,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.746,14.254,,CY AQR,AAVSO,STD,,,,
2455477.333067,10.757,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.774,14.226,,CY AQR,AAVSO,STD,,,,
2455477.333901,10.746,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.737,14.263,,CY AQR,AAVSO,STD,,,,
2455477.334734,10.781,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.743,14.257,,CY AQR,AAVSO,STD,,,,
2455477.335579,10.793,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.716,14.284,,CY AQR,AAVSO,STD,,,,
2455477.336412,10.836,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455477.337257,10.866,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455477.338102,10.888,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.737,14.263,,CY AQR,AAVSO,STD,,,,
2455477.338947,10.925,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.754,14.246,,CY AQR,AAVSO,STD,,,,
2455477.339780,10.915,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.725,14.275,,CY AQR,AAVSO,STD,,,,
2455477.340625,10.946,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.733,14.267,,CY AQR,AAVSO,STD,,,,
2455477.341458,10.976,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.746,14.254,,CY AQR,AAVSO,STD,,,,
2455477.342315,11.008,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.752,14.248,,CY AQR,AAVSO,STD,,,,
2455477.343148,11.018,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.746,14.254,,CY AQR,AAVSO,STD,,,,
2455477.343981,11.015,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.732,14.268,,CY AQR,AAVSO,STD,,,,
2455477.344826,11.056,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.761,14.239,,CY AQR,AAVSO,STD,,,,
2455477.345660,11.054,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.736,14.263,,CY AQR,AAVSO,STD,,,,
2455477.346505,11.051,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.738,14.262,,CY AQR,AAVSO,STD,,,,
2455477.347350,11.099,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.760,14.240,,CY AQR,AAVSO,STD,,,,
2455477.348194,11.082,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.747,14.253,,CY AQR,AAVSO,STD,,,,
2455477.349028,11.102,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.755,14.245,,CY AQR,AAVSO,STD,,,,
2455477.349861,11.117,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.755,14.245,,CY AQR,AAVSO,STD,,,,
2455477.350706,11.107,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.735,14.265,,CY AQR,AAVSO,STD,,,,
2455477.351563,11.121,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.748,14.252,,CY AQR,AAVSO,STD,,,,
2455477.352396,11.121,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.738,14.262,,CY AQR,AAVSO,STD,,,,
2455477.353241,11.133,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.758,14.242,,CY AQR,AAVSO,STD,,,,
2455477.354074,11.162,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.771,14.229,,CY AQR,AAVSO,STD,,,,
2455477.354908,11.136,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.733,14.267,,CY AQR,AAVSO,STD,,,,
2455477.355741,11.165,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.767,14.233,,CY AQR,AAVSO,STD,,,,
2455477.356597,11.141,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.741,14.259,,CY AQR,AAVSO,STD,,,,
2455477.357454,11.176,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.756,14.244,,CY AQR,AAVSO,STD,,,,
2455477.358275,11.166,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.758,14.242,,CY AQR,AAVSO,STD,,,,
2455477.359120,11.180,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.765,14.235,,CY AQR,AAVSO,STD,,,,
2455477.359953,11.157,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.731,14.269,,CY AQR,AAVSO,STD,,,,
2455477.360798,11.176,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.738,14.262,,CY AQR,AAVSO,STD,,,,
2455477.361667,11.178,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.737,14.263,,CY AQR,AAVSO,STD,,,,
2455477.362512,11.167,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.729,14.271,,CY AQR,AAVSO,STD,,,,
2455477.363357,11.174,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.738,14.262,,CY AQR,AAVSO,STD,,,,
2455477.364190,11.160,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.725,14.275,,CY AQR,AAVSO,STD,,,,
2455477.365035,11.175,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.746,14.254,,CY AQR,AAVSO,STD,,,,
2455477.365891,11.198,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.750,14.250,,CY AQR,AAVSO,STD,,,,
2455477.366736,11.202,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.751,14.249,,CY AQR,AAVSO,STD,,,,
2455490.287615,11.104,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.288496,11.154,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.289364,11.139,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.290232,11.142,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.291100,11.134,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.291956,11.145,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.292824,11.159,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.293692,11.113,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.294560,11.138,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.295393,11.107,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.296261,11.200,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.297117,11.223,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.297985,11.189,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.298843,11.225,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.299711,11.224,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.300579,11.204,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.301447,11.231,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.302315,11.206,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.303194,11.200,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.304051,11.259,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.304918,11.254,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.305786,11.235,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.306656,11.209,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.307524,11.230,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.308392,11.212,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.309248,11.205,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.310116,11.187,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.310984,11.196,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.311852,11.195,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.312719,11.178,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.313576,11.156,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.314444,11.192,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.315300,11.193,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.316181,11.169,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.317049,11.125,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.317906,11.121,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.318773,11.045,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.319641,11.096,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.320509,10.958,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.321365,11.000,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.322233,10.835,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.323101,10.806,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.323969,10.677,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.324827,10.651,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.325695,10.606,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.326563,10.608,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.327431,10.578,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.328299,10.586,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.329155,10.566,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.330023,10.617,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.330891,10.644,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.331759,10.632,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.332626,10.697,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.333496,10.694,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.334364,10.748,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.335232,10.779,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.336088,10.825,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.336956,10.834,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.337824,10.833,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.338692,10.888,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455490.339571,10.884,0.073,,CR,PBC,,117,143,3279IW,,0,,Z,11.740,14.260,,CY AQR,AAVSO,STD,,,,
2455509.61158,10.813,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.750,,CY AQR,,STD,,,,
2455509.61209,10.743,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.745,,CY AQR,,STD,,,,
2455509.61259,10.699,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.761,,CY AQR,,STD,,,,
2455509.61315,10.631,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.749,,CY AQR,,STD,,,,
2455509.61371,10.567,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.758,,CY AQR,,STD,,,,
2455509.61422,10.527,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.745,,CY AQR,,STD,,,,
2455509.61472,10.485,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.747,,CY AQR,,STD,,,,
2455509.61523,10.462,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.731,,CY AQR,,STD,,,,
2455509.61578,10.453,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.753,,CY AQR,,STD,,,,
2455509.61634,10.450,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.740,,CY AQR,,STD,,,,
2455509.61685,10.456,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.755,,CY AQR,,STD,,,,
2455509.61740,10.469,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.762,,CY AQR,,STD,,,,
2455509.61796,10.461,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.740,,CY AQR,,STD,,,,
2455509.61845,10.483,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.740,,CY AQR,,STD,,,,
2455509.61896,10.470,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.742,,CY AQR,,STD,,,,
2455509.61952,10.492,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.749,,CY AQR,,STD,,,,
2455509.62003,10.515,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.749,,CY AQR,,STD,,,,
2455509.62053,10.523,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.750,,CY AQR,,STD,,,,
2455509.62108,10.536,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.746,,CY AQR,,STD,,,,
2455509.62165,10.556,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.759,,CY AQR,,STD,,,,
2455509.62220,10.584,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.756,,CY AQR,,STD,,,,
2455509.62270,10.604,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.754,,CY AQR,,STD,,,,
2455509.62326,10.600,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.759,,CY AQR,,STD,,,,
2455509.62377,10.624,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.749,,CY AQR,,STD,,,,
2455509.62428,10.639,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.746,,CY AQR,,STD,,,,
2455509.62477,10.657,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.752,,CY AQR,,STD,,,,
2455509.62528,10.690,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.754,,CY AQR,,STD,,,,
2455509.62584,10.713,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.754,,CY AQR,,STD,,,,
2455509.62639,10.727,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.744,,CY AQR,,STD,,,,
2455509.62696,10.742,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.750,,CY AQR,,STD,,,,
2455509.62752,10.770,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.740,,CY AQR,,STD,,,,
2455509.62802,10.782,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.748,,CY AQR,,STD,,,,
2455509.62852,10.796,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.752,,CY AQR,,STD,,,,
2455509.62902,10.818,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.766,,CY AQR,,STD,,,,
2455509.62952,10.834,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.752,,CY AQR,,STD,,,,
2455509.63003,10.834,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.742,,CY AQR,,STD,,,,
2455509.63058,10.866,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.751,,CY AQR,,STD,,,,
2455509.63114,10.874,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.760,,CY AQR,,STD,,,,
2455509.63165,10.896,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.747,,CY AQR,,STD,,,,
2455509.63215,10.898,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.743,,CY AQR,,STD,,,,
2455509.63266,10.911,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.749,,CY AQR,,STD,,,,
2455509.63321,10.925,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.748,,CY AQR,,STD,,,,
2455509.63377,10.944,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.745,,CY AQR,,STD,,,,
2455509.63432,10.953,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.746,,CY AQR,,STD,,,,
2455509.63483,10.964,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.756,,CY AQR,,STD,,,,
2455509.63539,10.984,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.756,,CY AQR,,STD,,,,
2455509.63590,10.990,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.757,,CY AQR,,STD,,,,
2455509.63641,10.993,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.746,,CY AQR,,STD,,,,
2455509.63690,11.015,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.754,,CY AQR,,STD,,,,
2455509.63747,11.018,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.745,,CY AQR,,STD,,,,
2455509.63797,11.030,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.743,,CY AQR,,STD,,,,
2455509.63852,11.029,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.751,,CY AQR,,STD,,,,
2455509.63903,11.044,0.004,,V,DKS,,GSC0567-2036,GSC0567-1826,TYCHO,ERROR: V+C POISSON;,0,,Z,10.730,11.758,,CY AQR,,STD,,,,
